OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,HAZ_RANK,POLY_NUM,SHAPE_Length,SHAPE_Area
913,zsEAb\pksFGt,zsEAb\pksFGt,zsEAb\pksFGtM,zsEAb,\,pksFGtM,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,A,,,b,,,,,p,k,s,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,"Kennedy, 2011, Mayo, YGS Open File 2011-3",EA,1,17,6674.018089515516294,826661.741823527147062
914,zsEw\pzsMh-X,zsEw\pzsMh-X,zsEw\pzsMhM-X,zsEw,\,pzsMhM,,,,,X,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,w,,,,,p,z,s,M,,,M,h,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,1,18,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,1,18,13639.227551556552498,5612499.025104591622949
915,gsFGb\kpdMb\R,gsFGb\kpdMb\R,gsFGbM\kpdMbM\R,gsFGbM,\,kpdMbM,\,R,,,,"Hazard Rank: 2; Landscape Hazards: permafrost, mass movement (steep slope)",,,g,s,,F,G,,M,b,,,,,k,p,d,M,,,M,b,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,19,1576.120801222170030,125894.387333885562839
916,uOw\gszFGf,uOw\gszFGf,uOw\gszFGfM,uOw,\,gszFGfM,,,,,,"Hazard Rank: 3; Landscape Hazards: permafrost (thermokarst), shallow groundwater table",,,u,,,O,,,,w,,,,,g,s,z,F,G,,M,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,3,20,2420.051662979077264,184142.939889478089754
917,szgFt-Xt,szgFt-Xt,szgFt-Xt,szgFt,,,,,,,Xt,"Hazard Rank: 3; Landscape Hazards: flooding (Stewart River), permafrost (thermokarst), shallow groundwater table",,,s,z,g,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,,,,,,,,,,3,21,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,21,11633.363355842931924,3491712.721349793486297
918,uOw\zgkMr/gsFGp-X,uOw\zgkMr/gsFGp-X,uOw\zgkMrM/gsFGpM-X,uOw,\,zgkMrM,/,gsFGpM,,,X,"Hazard Rank: 2; Landscape Hazards: permafrost, shallow groundwater table",,,u,,,O,,,,w,,,,,z,g,k,M,,,M,r,,,,,g,s,,F,G,,M,p,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,22,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,2,22,4343.179471084170473,316828.920538165606558
919,gszFGp/zpkMb-X,gszFGp/zpkMb-X,gszFGpM/zpkMbM-X,gszFGpM,/,zpkMbM,,,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,g,s,z,F,G,,M,p,,,,,z,p,k,M,,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,23,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,23,3664.948462618417580,349245.912105046096258
920,uOb/zscLb/gsFGp-X,uOb/zscLb/gsFGp-X,uOb/zscLb<M/gsFGpM-X,uOb,/,zscLb<M,/,gsFGpM,,,X,"Hazard Rank: 3; Landscape Hazards: permafrost, shallow groundwater table",,,u,,,O,,,,b,,,,,z,s,c,L,,,<M,b,,,,,g,s,,F,G,,M,p,,,,,,,,,,,,,,,X,,,,,,,,,,,,3,24,"Kennedy, 2011, Mayo, YGS Open File 2011-3",O,3,24,7485.802270756934377,692841.687809766386636
921,gszFGp//zpkMr-T,gszFGp//zpkMr-T,gszFGpM//zpkMrM-T,gszFGpM,//,zpkMrM,,,,,T,Hazard Rank: 1; Landscape Hazards: permafrost,,,g,s,z,F,G,,M,p,,,,,z,p,k,M,,,M,r,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,1,25,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,25,7886.580657492992941,2154978.757034367416054
922,R/sgFGp,R/sgFGp,R/sgFGpM,R,/,sgFGpM,,,,,,Hazard Rank: 2; Landscape Hazards: mass movement (steep slope),,,,,,R,,,,,,,,,s,g,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,26,1923.961425789301984,50760.713739609993354
923,gsFt,gsFt,gsFt,gsFt,,,,,,,,"Hazard Rank: 3; Landscape Hazards: flooding (Mayo River), permafrost",,,g,s,,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,27,1396.394483394683220,85365.743922589725116
924,gsFt,gsFt,gsFt,gsFt,,,,,,,,"Hazard Rank: 2; Landscape Hazards: flooding (Mayo River), permafrost",,,g,s,,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,2,28,985.214586877020338,52522.919930932323041
925,zdCb/sgFGt,zdCb/sgFGt,zdCb/sgFGtM,zdCb,/,sgFGtM,,,,,,"Hazard Rank: 3; Landscape Hazards: permafrost, mass movement",,,z,d,,C,,,,b,,,,,s,g,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,3,29,1672.129613039415744,100421.056319067763980
926,zdCb/sgFGt,zdCb/sgFGt,zdCb/sgFGtM,zdCb,/,sgFGtM,,,,,,"Hazard Rank: 2; Landscape Hazards: permafrost, mass movement",,,z,d,,C,,,,b,,,,,s,g,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,2,30,1319.130614808902237,79604.065194436640013
927,zdCv/sgFGt//R,zdCv/sgFGt//R,zdCv/sgFGtM//R,zdCv,/,sgFGtM,//,R,,,,Hazard Rank: 3; Landscape Hazards: mass movement (steep slope),,,z,d,,C,,,,v,,,,,s,g,,F,G,,M,t,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,3,31,6096.192985147919899,256067.761699912982294
928,zsEw\gsFGp-E,zsEw\gsFGp-E,zsEw\gsFGpM-E,zsEw,\,gsFGpM,,,,,E,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,w,,,,,g,s,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,1,32,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,32,4304.890714485495664,948895.426433555781841
929,xgkMr//zsEw-X,xgkMr//zsEw-X,xgkMrM//zsEw-X,xgkMrM,//,zsEw,,,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,x,g,k,M,,,M,r,,,,,z,s,,E,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,33,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,2,33,13544.149797378981020,3128629.292927307076752
930,eOv\sdCb/zpkMb-X,eOv\sdCb/zpkMb-X,eOv\sdCb/zpkMbM-X,eOv,\,sdCb,/,zpkMbM,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,e,,,O,,,,v,,,,,s,d,,C,,,,b,,,,,z,p,k,M,,,M,b,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,34,"Kennedy, 2011, Mayo, YGS Open File 2011-3",O,2,34,13751.142638913248447,2084344.700017254799604
931,eOw\gszFp-Ib,eOw\gszFp-Ib,eOw\gszFp-Ib,eOw,\,gszFp,,,,,Ib,"Hazard Rank: 3; Landscape Hazards: flooding (Mayo River), permafrost",,,e,,,O,,,,w,,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,b,,,,,,,,,,3,35,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,35,2217.523704780626758,111712.046963127737399
932,eOw\gszFp-Ib,eOw\gszFp-Ib,eOw\gszFp-Ib,eOw,\,gszFp,,,,,Ib,"Hazard Rank: 3; Landscape Hazards: flooding (Mayo River), permafrost",,,e,,,O,,,,w,,,,,g,s,z,F,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,b,,,,,,,,,,3,36,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,36,1270.290765187234456,78463.883714570503798
933,gsFt-X,gsFt-X,gsFt-X,gsFt,,,,,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,g,s,,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,37,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,2,37,3083.452139370426266,218725.150769016618142
934,gszFt-X,gszFt-X,gszFt-X,gszFt,,,,,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,g,s,z,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,38,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,2,38,3394.672763312596544,340573.652476556308102
935,uOw/zgsFt-X,uOw/zgsFt-X,uOw/zgsFt-X,uOw,/,zgsFt,,,,,X,"Hazard Rank: 3; Landscape Hazards: flooding (Mayo River), permafrost",,,u,,,O,,,,w,,,,,z,g,s,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,3,39,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,39,3198.739126349379148,176586.047855142969638
936,uOw/zgsFt-X,uOw/zgsFt-X,uOw/zgsFt-X,uOw,/,zgsFt,,,,,X,"Hazard Rank: 2; Landscape Hazards: flooding (Mayo River), permafrost",,,u,,,O,,,,w,,,,,z,g,s,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,40,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,2,40,1940.250635874482896,92721.204722896000021
937,gsFt,gsFt,gsFt,gsFt,,,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,g,s,,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,1,41,1057.860903175867406,44391.027236396461376
938,psdCf,psdCf,psdCf,psdCf,,,,,,,,Hazard Rank: 3; Landscape Hazards: mass movement (steep slope),,,p,s,d,C,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,42,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,3,42,910.807317272369801,46569.199002908651892
939,psdFf,psdFf,psdFf,psdFf,,,,,,,,Hazard Rank: 3; Landscape Hazards: mass movement (steep slope),,,p,s,d,F,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,43,971.805717742189472,49768.654373431694694
940,szdCa/pskFGt,szdCa/pskFGt,szdCa/pskFGtM,szdCa,/,pskFGtM,,,,,,Hazard Rank: 2; Landscape Hazards: mass movement (steep slope),,,s,z,d,C,,,,a,,,,,p,s,k,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,2,44,3362.545534165466961,240622.225366393191507
941,zsEw\zgkMr/spFGp,zsEw\zgkMr/spFGp,zsEw\zgkMrM/spFGpM,zsEw,\,zgkMrM,/,spFGpM,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,w,,,,,z,g,k,M,,,M,r,,,,,s,p,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,1,45,11864.555309860825218,3560034.166680305264890
942,zsEv\zgkMr/spFGp,zsEv\zgkMr/spFGp,zsEv\zgkMrM/spFGpM,zsEv,\,zgkMrM,/,spFGpM,,,,Hazard Rank: 2; Landscape Hazards: permafrost,,,z,s,,E,,,,v,,,,,z,g,k,M,,,M,r,,,,,s,p,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,2,46,2505.386041738565837,210816.576193521992536
943,zsEw\zgkMr/spFGp\R,zsEw\zgkMr/spFGp\R,zsEw\zgkMrM/spFGpM\R,zsEw,\,zgkMrM,/,spFGpM,\,R,,Hazard Rank: 2; Landscape Hazards: permafrost,,,z,s,,E,,,,w,,,,,z,g,k,M,,,M,r,,,,,s,p,,F,G,,M,p,,,,,,,,R,,,,,,,,,,,,,,,,,,,2,47,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,2,47,2429.773819639379781,205866.520978444896173
944,zsEb\sgFGp,zsEb\sgFGp,zsEb\sgFGpM,zsEb,\,sgFGpM,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,b,,,,,s,g,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,"Kennedy, 2011, Mayo, YGS Open File 2011-3",E,1,48,6520.401315647993215,854019.342067582649179
945,zsCv/zsEb/gsFGp,zsCv/zsEb/gsFGp,zsCv/zsEb/gsFGpM,zsCv,/,zsEb,/,gsFGpM,,,,"Hazard Rank: 2; Landscape Hazards: permafrost, shallow groundwater table",,,z,s,,C,,,,v,,,,,z,s,,E,,,,b,,,,,g,s,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,"Kennedy, 2011, Mayo, YGS Open File 2011-3",E,2,49,12528.256813006244556,1025248.085913238814101
946,zsEv\zgkMr/spFGp,zsEv\zgkMr/spFGp,zsEv\zgkMrM/spFGpM,zsEv,\,zgkMrM,/,spFGpM,,,,Hazard Rank: 2; Landscape Hazards: permafrost,,,z,s,,E,,,,v,,,,,z,g,k,M,,,M,r,,,,,s,p,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,2,50,1717.923890587735059,157444.297306931141065
947,zsEv\gsFGp,zsEv\gsFGp,zsEv\gsFGpM,zsEv,\,gsFGpM,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,v,,,,,g,s,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,51,4293.796154999676219,662553.405126596335322
948,szgFt-Xt,szgFt-Xt,szgFt-Xt,szgFt,,,,,,,Xt,"Hazard Rank: 3; Landscape Hazards: flooding (Stewart River), permafrost",,,s,z,g,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,,,,,,,,,,3,52,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,52,3246.292441295988738,531029.207900029141456
949,szgFt,szgFt,szgFt,szgFt,,,,,,,,"Hazard Rank: 3; Landscape Hazards: flooding (Stewart River), permafrost",,,s,z,g,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,53,5187.852942589123813,857971.172272437834181
950,szgFt-Lk,szgFt-Lk,szgFt-Lk,szgFt,,,,,,,Lk,"Hazard Rank: 3; Landscape Hazards: flooding (Stewart River), mass movement, permafrost",,,s,z,g,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,k,,,,,,,,,,3,54,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,54,1648.862913245044865,110140.297797019185964
951,szgFt,szgFt,szgFt,szgFt,,,,,,,,"Hazard Rank: 3; Landscape Hazards: flooding (Stewart River), permafrost",,,s,z,g,F,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,"Kennedy, 2011, Mayo, YGS Open File 2011-3",F,3,55,4835.660909612441174,514518.315258793474641
952,uOw\sgzFGp/zscLGb-Xt,uOw\sgzFGp/zscLGb-Xt,uOw\sgzFGpM/zscLGbM-Xt,uOw,\,sgzFGpM,/,zscLGbM,,,Xt,"Hazard Rank: 3; Landscape Hazards: permafrost (thermokarst), shallow groundwater table",,,u,,,O,,,,w,,,,,s,g,z,F,G,,M,p,,,,,z,s,c,L,G,,M,b,,,,,,,,,,,,,,,X,,t,,,,,,,,,,3,56,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,3,56,4266.443106199411886,412112.326292506186292
953,gszFGf\zscLGp,gszFGf\zscLGp,gszFGfM\zscLGpM,gszFGfM,\,zscLGpM,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,g,s,z,F,G,,M,f,,,,,z,s,c,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,57,5835.556960272491779,1616448.826235376531258
954,sgzFGt,sgzFGt,sgzFGtM,sgzFGtM,,,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,s,g,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,58,4727.566573500877894,339548.020932163635734
955,sgzFGp\zscLGp-Xt,sgzFGp\zscLGp-Xt,sgzFGpM\zscLGpM-Xt,sgzFGpM,\,zscLGpM,,,,,Xt,Hazard Rank: 2; Landscape Hazards: permafrost,,,s,g,z,F,G,,M,p,,,,,z,s,c,L,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,,,,,,,,,,2,59,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,59,22681.447086241285433,4352279.948311280459166
956,szLv\gszFGb,szLv\gszFGb,szLv<M\gszFGbM,szLv<M,\,gszFGbM,,,,,,Hazard Rank: 2; Landscape Hazards: permafrost,,,s,z,,L,,,<M,v,,,,,g,s,z,F,G,,M,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,60,1359.807521910417108,92610.061119966077968
957,zdgCb-X,zdgCb-X,zdgCb-X,zdgCb,,,,,,,X,"Hazard Rank: 3; Landscape Hazards: permafrost, mass movement (steep slope)",,,z,d,g,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,3,61,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,3,61,10771.267075158901207,666579.247118530562147
958,zsEw\gsFGp-X,zsEw\gsFGp-X,zsEw\gsFGpM-X,zsEw,\,gsFGpM,,,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,z,s,,E,,,,w,,,,,g,s,,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,62,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,62,3321.488020085352218,601432.469171832432039
959,zpsCb-V-X,zpsCb-V-X,zpsCb,zpsCb,,,,,,,,"Hazard Rank: 3; Landscape Hazards: permafrost, mass movement (steep slope)",,,z,p,s,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,3,63,3754.076194143188786,262529.269135323818773
960,gsFGt,gsFGt,gsFGtM,gsFGtM,,,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,g,s,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,64,4207.349508748819062,665405.366780097130686
961,zsEw\gszFGt,zsEw\gszFGt,zsEw\gszFGtM,zsEw,\,gszFGtM,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,w,,,,,g,s,z,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,65,3286.186191936154046,560042.582381538697518
962,zgkMr\R-X,zgkMr\R-X,zgkMrM\R-X,zgkMrM,\,R,,,,,X,Hazard Rank: 2; Landscape Hazards: permafrost,,,z,g,k,M,,,M,r,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,106,"Kennedy, 2011, Mayo, YGS Open File 2011-3",M,2,106,5364.713543515416859,989200.227939421893097
963,zsEv\gszFGp-E,zsEv\gszFGp-E,zsEv\gszFGpM-E,zsEv,\,gszFGpM,,,,,E,Hazard Rank: 2; Landscape Hazards: mass movement (steep slope),,,z,s,,E,,,,v,,,,,g,s,z,F,G,,M,p,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,2,107,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,2,107,7882.961827846585038,1168021.429224652471021
964,zsEv\gsFGt,zsEv\gsFGt,zsEv\gsFGtM,zsEv,\,gsFGtM,,,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,v,,,,,g,s,,F,G,,M,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,108,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FG,1,108,5165.352573330544146,650193.150636833510362
965,gsFAp-B,gsFAp-BU,gsFAp-BU,gsFAp,,,,,,,BU,Hazard Rank: 3; Landscape Hazards: flooding (Mayo River) ,,,g,s,,F,A,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,U,,,,,,,,3,109,"Kennedy, 2011, Mayo, YGS Open File 2011-3",FA,3,109,15326.302032683915968,1068256.247252317145467
966,sgzCb,sgzCb,sgzCb,sgzCb,,,,,,,,Hazard Rank: 3; Landscape Hazards: mass movement (steep slope),,,s,g,z,C,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,110,"Kennedy, 2011, Mayo, YGS Open File 2011-3",C,3,110,9466.673458631774338,261678.389941582427127
967,zsEv/sgFf,zsEv/sgFf,zsEv/sgFf,zsEv,/,sgFf,,,,,,Hazard Rank: 2; Landscape Hazards: slope stability,,,z,s,,E,,,,v,,,,,s,g,,F,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",F,2,1,1339.058769620976136,74117.270921990115312
968,zsEv/sgFGp/kdMb,zsEv/sgFGpR/kdMbR,zsEv/sgFGpR/kdMbR,zsEv,/,sgFGpR,/,kdMbR,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,z,s,,E,,,,v,,,,,s,g,,F,G,,R,p,,,,,k,d,,M,,,R,b,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",FG,1,2,2609.671778901333710,206369.418053534202045
969,zsEb\pskMb,zsEb\pskMbR,zsEb\pskMbR,zsEb,\,pskMbR,,,,,,Hazard Rank: 2; Landscape Hazards: slope stability,,,z,s,,E,,,,b,,,,,p,s,k,M,,,R,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",E,2,3,898.867815635706506,47639.547739958165039
970,zsEv/kpsMb/sgFGf,zsEv/kpsMbR/sgFGf,zsEv/kpsMbR/sgFGfM,zsEv,/,kpsMbR,/,sgFGfM,,,,Hazard Rank: 2; Landscape Hazards: slope stability,,,z,s,,E,,,,v,,,,,k,p,s,M,,,R,b,,,,,s,g,,F,G,,M,f,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",M,2,4,1996.853317080320721,252486.667463585414225
971,dmkMv/Cv\R,dmkMvR/Cv\R,dmkMvR/Cv\R,dmkMvR,/,Cv,\,R,,,,Hazard Rank: 1; Landscape Hazards: permafrost,,,d,m,k,M,,,R,v,,,,,,,,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",R,1,5,5406.753228320952076,376840.442183793988079
972,spkCb/pksMb-X,spkCb/pksMbR-X,spkCb/pksMbR-X,spkCb,/,pksMbR,,,,,X,"Hazard Rank: 2; Landscape Hazards: permafrost, slope stability",,,s,p,k,C,,,,b,,,,,p,k,s,M,,,R,b,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,2,6,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",C,2,6,3602.990512521203982,371411.787650679878425
973,zsEb/zsLd//eOw,zsEb/zsLd//eOw,zsEb/zsLd<M//eOw,zsEb,/,zsLd<M,//,eOw,,,,Hazard Rank: 3; Landscape Hazards: shallow groundwater,,,z,s,,E,,,,b,,,,,z,s,,L,,,<M,d,,,,,e,,,O,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",E,3,7,1241.872630698791227,107989.430979489086894
974,zsEb/zsLd//eOw,zsEb/zsLd//eOw,zsEb/zsLd<M//eOw,zsEb,/,zsLd<M,//,eOw,,,,Hazard Rank: 3; Landscape Hazards: shallow groundwater,,,z,s,,E,,,,b,,,,,z,s,,L,,,<M,d,,,,,e,,,O,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,"Kennedy, 2011, Pelly Crossing, YGS Open File 2011-4",E,3,8,4559.430584401424312,536738.721487659611739
